职位名,链接,公司,工作地点,薪资,经验,学历
只有走出来的美丽没有等出来的辉煌，金融数据分析,http://jobs.51job.com/shenzhen-lhq/86438970.html?s=01&t=0,盛世集团,深圳-罗湖区,6.6-9.9千/月,,
数据分析实习生,http://jobs.51job.com/chengdu/89772579.html?s=01&t=0,重庆卓睿信息技术有限公司,成都,3-4.5千/月,,
总账会计（数据分析）,http://jobs.51job.com/shenzhen-lhq/82904993.html?s=01&t=0,深圳市天尚服装有限公司,深圳-罗湖区,6-8千/月,,
数据分析师,http://jobs.51job.com/hangzhou/66951109.html?s=01&t=0,法国雅颂公司,杭州,6-8千/月,2年经验,本科
运营专员（偏数据分析）,http://jobs.51job.com/guangzhou-thq/92113420.html?s=01&t=0,广州云医科技有限公司,广州-天河区,4.5-7千/月,2年经验,本科
数据分析专员,http://jobs.51job.com/guangzhou-zc/91968334.html?s=01&t=0,广州市为众汽车有限公司,广州-增城,3.5-6千/月,2年经验,
数据分析师,http://jobs.51job.com/shanghai/91347641.html?s=01&t=0,移诚科技,上海,4-8千/月,,
数据分析师（互联网大数据）,http://jobs.51job.com/shanghai/83793771.html?s=01&t=0,寿寿科技,上海,0.8-1万/月,,本科
数据分析主管,http://jobs.51job.com/shanghai-xhq/91064553.html?s=01&t=0,上海梭丽文化传播有限公司,上海-徐汇区,0.7-1万/月,3-4年经验,本科
销售数据分析,http://jobs.51job.com/hangzhou-bjq/86339230.html?s=01&t=0,杭州名高贸易有限公司,杭州-滨江区,3.5-6千/月,,大专
大数据分析员,http://jobs.51job.com/shenzhen/61148860.html?s=01&t=0,深圳市大当家网络技术开发有限公司,深圳,8-10万/年,2年经验,大专
数据分析专员,http://jobs.51job.com/guangzhou-yxq/87665656.html?s=01&t=0,广州市神推网络科技有限公司,广州-越秀区,4.5-6.5千/月,2年经验,大专
数据分析师（初级）,http://jobs.51job.com/chongqing-spbq/90257217.html?s=01&t=0,重庆西西弗文化传播有限公司,重庆-沙坪坝区,3-5千/月,,大专
数据分析专员,http://jobs.51job.com/shanghai-mhq/81943221.html?s=01&t=0,上海睿艾商贸有限公司,上海-闵行区,4.5-6千/月,,大专
数据分析师,http://jobs.51job.com/chongqing/72293855.html?s=01&t=0,重庆立业房地产顾问股份有限公司,重庆,3.5-6千/月,1年经验,大专
高级数据分析师（用户方向）,http://jobs.51job.com/beijing-hdq/86422740.html?s=01&t=0,北京安德信业信息咨询有限责任公司,北京-海淀区,30-38万/年,5-7年经验,
数据分析员/偏文职/双休,http://jobs.51job.com/chongqing-ybq/91621488.html?s=01&t=0,重庆善润文化传播有限公司,重庆-渝北区,3-4.5千/月,,大专
医药学数据分析师（十堰）,http://jobs.51job.com/wuhan-jhq/89962659.html?s=01&t=0,海虹医药电子交易中心有限公司湖北分公司,异地招聘,3-4.5千/月,,本科
销售数据分析（3500-5000）双休+五险一金,http://jobs.51job.com/chongqing-ybq/89391983.html?s=01&t=0,重庆翌韩商贸有限公司,重庆-渝北区,3.5-5千/月,,大专
数据分析师,http://jobs.51job.com/wuhan/91329843.html?s=01&t=0,湖北中兴财富金融信息服务股份有限公司,武汉,4.5-6千/月,3-4年经验,大专
数据分析处理与应用高级工程师,http://jobs.51job.com/dalian/86516156.html?s=01&t=0,大连达硕信息技术有限公司,大连,6-8千/月,,硕士
数据分析员,http://jobs.51job.com/chongqing-yzq/87780545.html?s=01&t=0,重庆陈大毛面业发展有限公司,重庆-渝中区,3.5-4.5千/月,2年经验,大专
数据分析工程师,http://jobs.51job.com/guangzhou/89138043.html?s=01&t=0,广州通易科技有限公司,广州,1-1.5万/月,1年经验,
腾讯平台 数据分析工程师（可实习）,http://jobs.51job.com/zhengzhou/84970630.html?s=01&t=0,郑州卓研云信息科技有限公司,郑州,3.5-5千/月,,大专
数据分析/运营助理,http://jobs.51job.com/guangzhou/86763506.html?s=01&t=0,广州透真生物科技有限公司,广州,3-4.4千/月,无工作经验,大专
风险数据分析,http://jobs.51job.com/shanghai/92405101.html?s=01&t=0,翰仕人力资源（上海）有限公司,上海,1.2-1.8万/月,2年经验,本科
数据分析,http://jobs.51job.com/chengdu-chq/92403030.html?s=01&t=0,四川启明时代贸易有限公司,成都-成华区,4-8千/月,1年经验,本科
数据分析师,http://jobs.51job.com/shanghai/92402003.html?s=01&t=0,上海翰鑫信息科技有限公司,上海,1.5-2万/月,,
集团总部-ERP部-BI数据分析师,http://jobs.51job.com/beijing-hdq/92399679.html?s=01&t=0,搜狐公司,北京-海淀区,2-3万/月,3-4年经验,
数据分析实习生,http://jobs.51job.com/shenzhen-baq/92398999.html?s=01&t=0,伊顿（中国）投资有限公司(EATON),深圳-宝安区,2-3千/月,,
数据分析师,http://jobs.51job.com/shenzhen-nsq/92397358.html?s=01&t=0,顺丰速运有限公司,深圳-南山区,1-2万/月,1年经验,
RX数据分析专员,http://jobs.51job.com/beijing/92397356.html?s=01&t=0,北京华素制药股份有限公司,北京,6-8千/月,,
数据分析师,http://jobs.51job.com/suzhou-gyyq/92390356.html?s=01&t=0,温馨港网络信息科技（苏州）有限公司,苏州-工业园区,4.5-6千/月,无工作经验,硕士
数据分析师+年终分红+月薪6K-7K+总部办公,http://jobs.51job.com/shenzhen-lgq/92387225.html?s=01&t=0,深圳市升学文化传播有限公司,深圳-龙岗区,6-7千/月,,
数据分析担当,http://jobs.51job.com/shanghai/92379483.html?s=01&t=0,大王（南通）生活用品有限公司上海分公司,上海,6-9千/月,3-4年经验,
数据分析员（编程方向）,http://jobs.51job.com/chengdu/92375668.html?s=01&t=0,唯品会（简阳）电子商务有限公司,成都,3-4.5千/月,无工作经验,大专
数据分析专员,http://jobs.51job.com/shenzhen-nsq/92375492.html?s=01&t=0,深圳森那美汽车实业有限公司,深圳-南山区,5-6.5千/月,,大专
运营数据分析,http://jobs.51job.com/shanghai-pdxq/92375168.html?s=01&t=0,中国银联股份有限公司,上海-浦东新区,1.5-2万/月,,本科
金融数据分析经理,http://jobs.51job.com/shanghai-hpq/92373198.html?s=01&t=0,深圳市赢众通金融信息服务股份有限公司,上海-黄浦区,2.5-3万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/guangzhou/92370459.html?s=01&t=0,广州龙腾出行网络科技股份有限公司,广州,1-2万/月,,本科
数据分析师,http://jobs.51job.com/shanghai-sjq/92369307.html?s=01&t=0,上海洛法化工有限公司,上海-松江区,0.8-1万/月,1年经验,本科
数据分析专员-供应链/库存方向,http://jobs.51job.com/shanghai-zbq/92368375.html?s=01&t=0,美乐家（中国）日用品有限公司,上海-闸北区,7-8千/月,1年经验,本科
数据分析师,http://jobs.51job.com/shanghai-bsq/92363135.html?s=01&t=0,上海碰碰购信息技术股份有限公司,上海-宝山区,0.8-1万/月,2年经验,
数据分析专员（营销管理部助理）,http://jobs.51job.com/beijing/92362477.html?s=01&t=0,北京宏元兴邦科技有限责任公司,北京,4.5-6千/月,1年经验,大专
数据分析师,http://jobs.51job.com/shanghai-hpq/92140445.html?s=01&t=0,上海厚泽明远信息咨询有限公司,上海-黄浦区,4.5-6千/月,无工作经验,本科
数据分析师,http://jobs.51job.com/guangzhou/91966821.html?s=01&t=0,广州市小蓝车网络科技有限公司,广州,1-2万/月,5-7年经验,本科
数据分析专员,http://jobs.51job.com/shanghai-cnq/91535615.html?s=01&t=0,挚享科技（上海）有限公司,上海-长宁区,6-8千/月,,本科
京东、天猫数据分析,http://jobs.51job.com/beijing-hdq/91298837.html?s=01&t=0,北京味正品食品有限公司,北京-海淀区,4.5-6千/月,,
数据分析师,http://jobs.51job.com/beijing-hdq/89986569.html?s=01&t=0,北京中位数科技有限公司,北京-海淀区,1.2-2万/月,,本科
数据分析助理,http://jobs.51job.com/shanghai/86418926.html?s=01&t=0,颖通（上海）贸易有限公司,上海,4.5-6千/月,无工作经验,
数据统计员/数据分析员,http://jobs.51job.com/guangzhou/75843547.html?s=01&t=0,广州尚品宅配家居股份有限公司,广州,5-8千/月,2年经验,本科
数据分析专员,http://jobs.51job.com/shanghai-mhq/68903180.html?s=01&t=0,上海里胤服饰有限公司,上海-闵行区,4.5-6千/月,1年经验,大专
数据分析专员,http://jobs.51job.com/shanghai-xhq/87188068.html?s=01&t=0,太平洋房屋（中国总部）,上海-徐汇区,4.5-6千/月,,本科
高级数据分析师（外企 五险一金）,http://jobs.51job.com/wuxi-bhq/88797961.html?s=01&t=0,上海贝塔斯曼商业服务有限公司,无锡-滨湖区,6-8千/月,2年经验,大专
数据分析师,http://jobs.51job.com/shanghai/90858244.html?s=01&t=0,上海道生医疗科技有限公司,上海,1-1.5万/月,,本科
excel数据分析专员、VBA开发,http://jobs.51job.com/beijing-hdq/81396049.html?s=01&t=0,北京连盈科技有限公司,北京-海淀区,5-7千/月,,本科
数据分析助理,http://jobs.51job.com/beijing-ftq/82109572.html?s=01&t=0,首页大数据科技股份有限公司,北京-丰台区,6-8万/年,1年经验,本科
销售数据分析专员,http://jobs.51job.com/foshan/89044473.html?s=01&t=0,佛山市南海区昆仲服饰有限公司,佛山,5-8千/月,,
大数据分析实习生，转正高薪，好福利,http://jobs.51job.com/chengdu/90672168.html?s=01&t=0,成都博睿斯科网络科技有限公司,成都,6-8千/月,,大专
数据分析,http://jobs.51job.com/shanghai/83510197.html?s=01&t=0,上海美莱医疗美容医院,上海,1-1.5万/月,2年经验,
数据分析员,http://jobs.51job.com/guangzhou-pyq/81427787.html?s=01&t=0,广州仟康生物科技有限公司,广州-番禺区,3-4.5千/月,,大专
数据分析专员,http://jobs.51job.com/beijing-dxq/89571549.html?s=01&t=0,北京卡莱曼菲服装服饰有限公司,北京-大兴区,4.5-6千/月,1年经验,大专
数据分析实习生,http://jobs.51job.com/nantong/92358050.html?s=01&t=0,安客诚全球信息服务（南通）有限公司,南通,100元/天,,
数据分析师/数据挖掘师,http://jobs.51job.com/shanghai/91710140.html?s=01&t=0,上海朵蔻网络科技有限公司,上海,6-8千/月,1年经验,本科
数据分析员,http://jobs.51job.com/shenyang-shq/45678967.html?s=01&t=0,东莞市以纯集团有限公司沈阳办事处,沈阳-沈河区,3-4.5千/月,1年经验,本科
数据分析专员（房产）,http://jobs.51job.com/wuxi/91911934.html?s=01&t=0,瑞庭网络技术（上海）有限公司无锡分公司,无锡,4-5千/月,,大专
数据分析专员,http://jobs.51job.com/shanghai-hpq/90313808.html?s=01&t=0,华夏信财投资管理（上海）有限公司,上海-黄浦区,4.5-6千/月,,
数据分析员,http://jobs.51job.com/changchun/87836185.html?s=01&t=0,吉林省新天地超市连锁经营有限公司,长春,2-4千/月,,大专
货品数据分析,http://jobs.51job.com/shenzhen-lhq/59477905.html?s=01&t=0,深圳市恒华丰贸易有限公司,深圳-罗湖区,3-4.5千/月,,中专
SC Data Analyst 数据分析员（供应商开发部门）,http://jobs.51job.com/suzhou/82861242.html?s=01&t=0,比比电子（苏州）有限公司,苏州,3-4.5千/月,1年经验,大专
高级数据分析师,http://jobs.51job.com/urumqi/80015420.html?s=01&t=0,华院分析技术（上海）有限公司,乌鲁木齐,1-1.5万/月,,本科
数据分析师（互联网金融）,http://jobs.51job.com/guangzhou-thq/91421930.html?s=01&t=0,广州和晟实业投资有限公司,广州-天河区,4.5-6千/月,,高中
数据分析,http://jobs.51job.com/guangzhou-zc/82079525.html?s=01&t=0,广东鼎方投资有限公司,广州-增城,0.6-1.2万/月,2年经验,中技
数据分析专员（兼前台）,http://jobs.51job.com/guangzhou/87569823.html?s=01&t=0,爱空间,广州,4.5-6千/月,1年经验,大专
数据分析师（嘉定南翔）,http://jobs.51job.com/shanghai-jdq/91865879.html?s=01&t=0,上海重信金融信息服务有限公司,上海-嘉定区,0.7-1.2万/月,1年经验,
大数据-高级数据分析师,http://jobs.51job.com/beijing-cyq/84417928.html?s=01&t=0,中信云网有限公司,北京-朝阳区,2-4万/月,3-4年经验,本科
业务数据分析员,http://jobs.51job.com/changsha-csx/90736019.html?s=01&t=0,湖南宇鑫物流有限公司,长沙-长沙县,3-4.5千/月,1年经验,大专
客服专员（合同审计&数据分析）,http://jobs.51job.com/kunshan/86355143.html?s=01&t=0,天可电讯软件服务（昆山）有限公司,昆山,4.5-6千/月,,大专
数据分析师（财务）,http://jobs.51job.com/xuchang/88446952.html?s=01&t=0,河南众品食业股份有限公司,许昌,0.8-1万/月,3-4年经验,本科
大数据分析工程师,http://jobs.51job.com/guangzhou-thq/85531107.html?s=01&t=0,恒大集团有限公司,广州-天河区,1-1.5万/月,3-4年经验,本科
博士后（大数据分析与处理方向）,http://jobs.51job.com/hangzhou/76746701.html?s=01&t=0,西湖电子集团有限公司,杭州,1.5-2万/月,,博士
数据分析主管,http://jobs.51job.com/beijing/92344632.html?s=01&t=0,中玉金标记（北京）生物技术股份有限公司,北京,0.6-1万/月,,硕士
电商数据分析员,http://jobs.51job.com/guangzhou/91833489.html?s=01&t=0,广州市巴图鲁信息科技有限公司,广州,0.6-1万/月,,本科
数据分析主管（百尚）,http://jobs.51job.com/xiamen/90009864.html?s=01&t=0,乔丹体育股份有限公司,厦门,6-8千/月,,本科
客服主管（数据分析）,http://jobs.51job.com/foshan/76891779.html?s=01&t=0,佛山维尚家具制造有限公司,佛山,6-8千/月,,大专
数据分析处理岗,http://jobs.51job.com/dalian-shkq/87359953.html?s=01&t=0,巨汇财富（北京）投资管理有限公司,大连-沙河口区,3-4.5千/月,,大专
数据分析师,http://jobs.51job.com/beijing-cyq/92450641.html?s=01&t=0,星盟在线体育文化传媒（北京）有限公司,北京-朝阳区,1-1.5万/月,1年经验,
运营数据分析岗,http://jobs.51job.com/hangzhou-jgq/89677499.html?s=01&t=0,长安责任保险股份有限公司浙江省分公司,杭州-江干区,15-20万/年,5-7年经验,本科
数据分析师,http://jobs.51job.com/shenzhen-nsq/83293752.html?s=01&t=0,深圳荷包金融信息咨询有限公司,深圳-南山区,1-2万/月,,本科
数据分析员,http://jobs.51job.com/shenzhen-lhxq/86259213.html?s=01&t=0,深圳臻豪医院投资管理有限公司,深圳-龙华新区,6-8千/月,,
网店美工网页设计电子商务平台维护数据分析,http://jobs.51job.com/suzhou-gyyq/79288038.html?s=01&t=0,苏州川在谷服饰有限公司,苏州-工业园区,3-4千/月,1年经验,大专
数据分析工程师,http://jobs.51job.com/suzhou-gyyq/87193117.html?s=01&t=0,苏州英达瑞机器人科技有限公司,苏州-工业园区,0.8-1.2万/月,2年经验,硕士
数据分析师,http://jobs.51job.com/hangzhou-gsq/89407162.html?s=01&t=0,浙江正蓝节能科技股份有限公司,杭州-拱墅区,4.5-6千/月,2年经验,大专
大数据分析师,http://jobs.51job.com/wuhan-jxq/86522298.html?s=01&t=0,蓝鸥科技（武汉）有限公司,武汉-江夏区,1-1.5万/月,3-4年经验,本科
销售数据分析/市场支持（底薪+完善福利+绩效）,http://jobs.51job.com/jinshuiqu/91506182.html?s=01&t=0,中国平安人寿保险股份有限公司河南分公司,郑州-金水区,0.8-1万/月,,大专
数据分析员,http://jala.51job.com/sc/show_job_detail.php?jobid=80632444,伽蓝（集团）股份有限公司,北京,3-4.5千/月,,
大数据分析工程师,http://jobs.51job.com/chengdu-gxq/72198800.html?s=01&t=0,四川邮科通信技术有限公司,成都-高新区,5-8千/月,3-4年经验,本科
数据分析员,http://jobs.51job.com/qingdao-lsq/91282611.html?s=01&t=0,青岛习远房地产土地评估造价咨询有限公司,青岛-崂山区,4.5-6千/月,无工作经验,硕士
系统数据分析,http://jobs.51job.com/ningbo/88725133.html?s=01&t=0,马威（中国）有限公司,宁波,1.5-2万/月,2年经验,本科
数据分析员,http://jobs.51job.com/shanghai-hpq/87363251.html?s=01&t=0,上海骏钦酒店管理有限公司,上海-黄浦区,3-3.5千/月,无工作经验,初中及以下
数据分析工程师,http://jobs.51job.com/shanghai/89100452.html?s=01&t=0,海隆石油工业集团有限公司,上海,0.6-1.5万/月,2年经验,本科
大数据分析师,http://jobs.51job.com/changchun-ngq/90441114.html?s=01&t=0,吉林省联宇合达科技有限公司,长春-南关区,0.8-1万/月,,
采购专员（数据分析）,http://jobs.51job.com/shanghai-sjq/83618932.html?s=01&t=0,上海斐讯数据通信技术有限公司,上海-松江区,6-8千/月,,本科
数据分析师\算法工程师,http://jobs.51job.com/wuhan/91966118.html?s=01&t=0,武汉凡谷电子技术股份有限公司,武汉,15-20万/年,,硕士
数据分析工程师（集团）,http://jobs.51job.com/ningbo/91274618.html?s=01&t=0,公牛集团有限公司,宁波,10-15万/年,3-4年经验,本科
数据分析/研究经理,http://jobs.51job.com/shenzhen/90998680.html?s=01&t=0,宝能百货零售有限公司,深圳,1.2-3万/月,,
商品数据分析专员/主管,http://jobs.51job.com/shanghai-mhq/91901635.html?s=01&t=0,上海梵诺羊绒服饰有限公司,上海-闵行区,6-9千/月,3-4年经验,大专
